,x,y,"f(x, y)"
0,-4.753249820147073,5.2691688876087275,-0.41111959485140603
1,-3.6647402523088664,4.31445797629514,-0.4740246780525488
2,0.5145033999316908,-3.989450518621238,0.8033145792082
3,0.5145033999316908,-2.433604471560251,0.8197098038082147
4,-5.378616999808262,1.4417907214028185,-0.19121343710709604
5,4.634310390066123,0.7421891525514539,-0.06124113943142052
6,-3.239872320085768,-5.244061175574548,0.45157603193939116
7,-3.239872320085768,-1.760590932095722,0.238827346698363
8,-4.9875373727588785,5.960831468568532,-0.4018048765377524
9,2.387029144099751,5.335215344281373,-0.6469564609207197
10,2.641208915406736,-4.143098168089461,0.7635824445786449
11,2.641208915406736,0.07773184841901415,0.07965609962244005
