,x,y,"f(x, y)"
0,-4.753249820147073,4.523669411592899,-0.3995138471686022
1,3.100966464479901,4.31445797629514,-0.6251226037662047
2,-1.664021805024948,-4.028066383648394,0.5973678394176213
3,-1.664021805024948,-4.751587150667193,0.5927903383836869
4,-2.360842431098952,6.43269840424075,-0.540640181467796
5,9.045909569720045,6.045747761605542,-0.23307928061237407
6,-2.360842431098952,-1.4793151977330972,0.27647463098913844
7,-2.360842431098952,5.912261825240639,-0.556410384331224
8,-4.9875373727588785,5.995380636320725,-0.40188866140348506
9,5.172559598667744,5.335215344281373,-0.4389958103475696
10,5.104612439449186,-4.687928531852677,0.5434858604314825
11,5.104612439449186,0.07773184841901415,0.08368749742063815
