,x,y,"f(x, y)"
0,-4.753249820147073,5.067847801197664,-0.4088912898090341
1,-2.1211299315424186,4.31445797629514,-0.6058693393794885
2,1.7264161071977502,-4.576057226178538,0.7792933469194965
3,1.7264161071977502,-4.133942898583934,0.8089863497342132
4,-2.360842431098952,6.5600085186185675,-0.5365705753792217
5,7.227650974108693,5.912261825240639,-0.31360842890157703
6,-2.360842431098952,-1.6958502642977198,0.31499618348046116
7,-2.360842431098952,6.3101590414014606,-0.544491466390204
8,-4.9875373727588785,5.801751246459593,-0.4012502259639836
9,5.031677200807126,5.335215344281373,-0.4497526645599286
10,4.138524003852291,-4.810769265993793,0.622070097793366
11,4.138524003852291,0.07773184841901415,0.08912650206108332
