,x,y,"f(x, y)"
0,-4.753249820147073,5.284740198239508,-0.41126659101022756
1,1.2181150978251045,4.31445797629514,-0.7578316828006099
2,-3.234998875987825,-3.960778678019364,0.4266804568792144
3,-3.234998875987825,-4.400563462511551,0.44028598589964507
4,5.277146073942044,6.9440328396811,-0.4248453741434373
5,-4.698804856582438,6.1996216091686,-0.4173045596513423
6,-2.360842431098952,5.912261825240639,-0.556410384331224
7,-2.360842431098952,2.090138951491284,-0.4715838064658196
8,-4.9875373727588785,5.615784507372778,-0.40023086789961676
9,3.617456224879759,5.335215344281373,-0.5611420964192827
10,2.776704048933044,-4.101177776607571,0.7555903748651485
11,2.776704048933044,0.07773184841901415,0.08219319543727183
