,x,y,"f(x, y)"
0,-4.753249820147073,5.00664240788306,-0.4080888161768026
1,3.179427017468986,4.31445797629514,-0.617423639975915
2,-1.5526877365332508,-4.1878718620315585,0.6099933243533439
3,-1.5526877365332508,-4.751587150667193,0.6032896382799326
4,-2.360842431098952,6.4709663040557395,-0.5394237078951839
5,10.163685529328259,6.045747761605542,-0.19414824672901174
6,-2.360842431098952,-1.9649245243521705,0.3578462217264441
7,-2.360842431098952,5.912261825240639,-0.556410384331224
8,-4.9875373727588785,6.160647671954538,-0.402117448991394
9,5.802226640109746,5.335215344281373,-0.3928064190239229
10,5.234590630096085,-4.873445008486317,0.5324257342785437
11,5.234590630096085,0.07773184841901415,0.08273266819302882
